sample_id,task,format,condition,final_estimate,threshold,lower_bound,upper_bound,bound_violation
main:tbc:unrestricted:above_good:0008,tbc,unrestricted,above_good,1280,1290.0,,,False
main:tbc:unrestricted:above_good:0009,tbc,unrestricted,above_good,1290,1290.0,,,False
main:tbc:unrestricted:above_good:0006,tbc,unrestricted,above_good,1285,1290.0,,,False
main:tbc:unrestricted:above_good:0010,tbc,unrestricted,above_good,1318,1290.0,,,False
main:tbc:unrestricted:above_good:0013,tbc,unrestricted,above_good,1285,1290.0,,,False
main:tbc:unrestricted:above_good:0012,tbc,unrestricted,above_good,1285,1290.0,,,False
main:tbc:unrestricted:above_good:0011,tbc,unrestricted,above_good,1305,1290.0,,,False
main:tbc:unrestricted:above_good:0014,tbc,unrestricted,above_good,1284,1290.0,,,False
main:tbc:unrestricted:above_good:0015,tbc,unrestricted,above_good,1265,1290.0,,,False
main:tbc:unrestricted:above_good:0018,tbc,unrestricted,above_good,1290,1290.0,,,False
main:tbc:unrestricted:above_good:0020,tbc,unrestricted,above_good,1290,1290.0,,,False
main:tbc:unrestricted:above_good:0017,tbc,unrestricted,above_good,1290,1290.0,,,False
main:tbc:unrestricted:above_good:0019,tbc,unrestricted,above_good,1275,1290.0,,,False
main:tbc:unrestricted:above_good:0016,tbc,unrestricted,above_good,1292,1290.0,,,False
main:tbc:unrestricted:above_good:0021,tbc,unrestricted,above_good,1240,1290.0,,,False
main:tbc:unrestricted:above_good:0025,tbc,unrestricted,above_good,1290,1290.0,,,False
main:tbc:unrestricted:above_good:0022,tbc,unrestricted,above_good,1285,1290.0,,,False
main:tbc:unrestricted:above_good:0026,tbc,unrestricted,above_good,1300,1290.0,,,False
main:tbc:unrestricted:above_good:0023,tbc,unrestricted,above_good,1290,1290.0,,,False
main:tbc:unrestricted:above_good:0024,tbc,unrestricted,above_good,1312,1290.0,,,False
main:tbc:unrestricted:above_good:0028,tbc,unrestricted,above_good,1322,1290.0,,,False
main:tbc:unrestricted:above_good:0027,tbc,unrestricted,above_good,1210,1290.0,,,False
main:tbc:unrestricted:above_good:0030,tbc,unrestricted,above_good,1290,1290.0,,,False
main:tbc:unrestricted:above_good:0029,tbc,unrestricted,above_good,1290,1290.0,,,False
main:tbc:unrestricted:above_good:0031,tbc,unrestricted,above_good,1285,1290.0,,,False
main:tbc:unrestricted:above_good:0033,tbc,unrestricted,above_good,1285,1290.0,,,False
main:tbc:unrestricted:above_good:0032,tbc,unrestricted,above_good,1285,1290.0,,,False
main:tbc:unrestricted:above_good:0036,tbc,unrestricted,above_good,1260,1290.0,,,False
main:tbc:unrestricted:above_good:0034,tbc,unrestricted,above_good,1280,1290.0,,,False
main:tbc:unrestricted:above_good:0035,tbc,unrestricted,above_good,1280,1290.0,,,False
main:tbc:unrestricted:above_good:0037,tbc,unrestricted,above_good,1280,1290.0,,,False
main:tbc:unrestricted:above_good:0039,tbc,unrestricted,above_good,1295,1290.0,,,False
main:tbc:unrestricted:above_good:0038,tbc,unrestricted,above_good,1288,1290.0,,,False
main:tbc:unrestricted:above_good:0040,tbc,unrestricted,above_good,1290,1290.0,,,False
main:tbc:unrestricted:above_good:0043,tbc,unrestricted,above_good,1290,1290.0,,,False
main:tbc:unrestricted:above_good:0042,tbc,unrestricted,above_good,1282,1290.0,,,False
main:tbc:unrestricted:above_good:0041,tbc,unrestricted,above_good,1285,1290.0,,,False
main:tbc:unrestricted:above_good:0045,tbc,unrestricted,above_good,1287,1290.0,,,False
main:tbc:unrestricted:above_good:0046,tbc,unrestricted,above_good,1290,1290.0,,,False
main:tbc:unrestricted:above_good:0047,tbc,unrestricted,above_good,1285,1290.0,,,False
main:tbc:unrestricted:above_good:0044,tbc,unrestricted,above_good,480,1290.0,,,False
main:tbc:unrestricted:above_good:0048,tbc,unrestricted,above_good,2250,1290.0,,,False
main:tbc:unrestricted:above_good:0049,tbc,unrestricted,above_good,1295,1290.0,,,False
main:tbc:unrestricted:below_good:0000,tbc,unrestricted,below_good,1270,1290.0,,,False
main:tbc:unrestricted:below_good:0003,tbc,unrestricted,below_good,1295,1290.0,,,False
main:tbc:unrestricted:below_good:0001,tbc,unrestricted,below_good,1275,1290.0,,,False
main:tbc:unrestricted:below_good:0002,tbc,unrestricted,below_good,1284,1290.0,,,False
main:tbc:unrestricted:below_good:0005,tbc,unrestricted,below_good,1275,1290.0,,,False
main:tbc:unrestricted:below_good:0004,tbc,unrestricted,below_good,1300,1290.0,,,False
main:tbc:unrestricted:below_good:0008,tbc,unrestricted,below_good,1285,1290.0,,,False
main:tbc:unrestricted:below_good:0007,tbc,unrestricted,below_good,1280,1290.0,,,False
main:tbc:unrestricted:below_good:0009,tbc,unrestricted,below_good,1340,1290.0,,,False
main:tbc:unrestricted:below_good:0010,tbc,unrestricted,below_good,1275,1290.0,,,False
main:tbc:unrestricted:below_good:0006,tbc,unrestricted,below_good,1280,1290.0,,,False
main:tbc:unrestricted:below_good:0012,tbc,unrestricted,below_good,1285,1290.0,,,False
main:tbc:unrestricted:below_good:0011,tbc,unrestricted,below_good,1290,1290.0,,,False
main:tbc:unrestricted:below_good:0013,tbc,unrestricted,below_good,1080,1290.0,,,False
main:tbc:unrestricted:below_good:0015,tbc,unrestricted,below_good,820,1290.0,,,False
main:tbc:unrestricted:below_good:0017,tbc,unrestricted,below_good,1288,1290.0,,,False
main:tbc:unrestricted:below_good:0016,tbc,unrestricted,below_good,480,1290.0,,,False
main:tbc:unrestricted:below_good:0018,tbc,unrestricted,below_good,1280,1290.0,,,False
main:tbc:unrestricted:below_good:0014,tbc,unrestricted,below_good,1245,1290.0,,,False
main:tbc:unrestricted:below_good:0019,tbc,unrestricted,below_good,1420,1290.0,,,False
main:tbc:unrestricted:below_good:0020,tbc,unrestricted,below_good,1285,1290.0,,,False
main:tbc:unrestricted:below_good:0023,tbc,unrestricted,below_good,1290,1290.0,,,False
main:tbc:unrestricted:below_good:0021,tbc,unrestricted,below_good,1285,1290.0,,,False
main:tbc:unrestricted:below_good:0022,tbc,unrestricted,below_good,1300,1290.0,,,False
main:tbc:unrestricted:below_good:0025,tbc,unrestricted,below_good,1280,1290.0,,,False
main:tbc:unrestricted:below_good:0026,tbc,unrestricted,below_good,1285,1290.0,,,False
main:tbc:unrestricted:below_good:0027,tbc,unrestricted,below_good,3200,1290.0,,,False
main:tbc:unrestricted:below_good:0028,tbc,unrestricted,below_good,1224,1290.0,,,False
main:tbc:unrestricted:below_good:0030,tbc,unrestricted,below_good,1287,1290.0,,,False
main:tbc:unrestricted:below_good:0029,tbc,unrestricted,below_good,1285,1290.0,,,False
main:tbc:unrestricted:below_good:0033,tbc,unrestricted,below_good,810,1290.0,,,False
main:tbc:unrestricted:below_good:0024,tbc,unrestricted,below_good,1285,1290.0,,,False
main:tbc:unrestricted:below_good:0031,tbc,unrestricted,below_good,1100,1290.0,,,False
main:tbc:unrestricted:below_good:0035,tbc,unrestricted,below_good,1050,1290.0,,,False
main:tbc:unrestricted:below_good:0037,tbc,unrestricted,below_good,1305,1290.0,,,False
main:tbc:unrestricted:below_good:0034,tbc,unrestricted,below_good,1285,1290.0,,,False
main:tbc:unrestricted:below_good:0032,tbc,unrestricted,below_good,940,1290.0,,,False
main:tbc:unrestricted:below_good:0036,tbc,unrestricted,below_good,1150,1290.0,,,False
main:tbc:unrestricted:below_good:0040,tbc,unrestricted,below_good,1290,1290.0,,,False
main:tbc:unrestricted:below_good:0038,tbc,unrestricted,below_good,1180,1290.0,,,False
main:tbc:unrestricted:below_good:0039,tbc,unrestricted,below_good,1290,1290.0,,,False
main:tbc:unrestricted:below_good:0041,tbc,unrestricted,below_good,1260,1290.0,,,False
main:tbc:unrestricted:below_good:0043,tbc,unrestricted,below_good,1315,1290.0,,,False
main:tbc:unrestricted:below_good:0044,tbc,unrestricted,below_good,1215,1290.0,,,False
main:tbc:unrestricted:below_good:0042,tbc,unrestricted,below_good,1875,1290.0,,,False
main:tbc:unrestricted:below_good:0045,tbc,unrestricted,below_good,1290,1290.0,,,False
main:tbc:unrestricted:below_good:0048,tbc,unrestricted,below_good,1290,1290.0,,,False
main:tbc:unrestricted:below_good:0049,tbc,unrestricted,below_good,1220,1290.0,,,False
main:tbc:unrestricted:below_good:0046,tbc,unrestricted,below_good,1285,1290.0,,,False
main:tbc:unrestricted:below_good:0047,tbc,unrestricted,below_good,890,1290.0,,,False
main:tbc:bounded:baseline:0003,tbc,bounded,baseline,1290,1290.0,645,1935,False
main:tbc:bounded:baseline:0000,tbc,bounded,baseline,1438,1290.0,645,1935,False
main:tbc:bounded:baseline:0002,tbc,bounded,baseline,1135,1290.0,645,1935,False
main:tbc:bounded:baseline:0001,tbc,bounded,baseline,1290,1290.0,645,1935,False
main:tbc:bounded:baseline:0005,tbc,bounded,baseline,1290,1290.0,645,1935,False
main:tbc:bounded:baseline:0004,tbc,bounded,baseline,1040,1290.0,645,1935,False
main:tbc:bounded:baseline:0006,tbc,bounded,baseline,1285,1290.0,645,1935,False
main:tbc:bounded:baseline:0007,tbc,bounded,baseline,1280,1290.0,645,1935,False
main:tbc:bounded:baseline:0008,tbc,bounded,baseline,1350,1290.0,645,1935,False
main:tbc:bounded:baseline:0011,tbc,bounded,baseline,1500,1290.0,645,1935,False
main:tbc:bounded:baseline:0010,tbc,bounded,baseline,1290,1290.0,645,1935,False
main:tbc:bounded:baseline:0009,tbc,bounded,baseline,1462,1290.0,645,1935,False
main:tbc:bounded:baseline:0015,tbc,bounded,baseline,1150,1290.0,645,1935,False
main:tbc:bounded:baseline:0012,tbc,bounded,baseline,1440,1290.0,645,1935,False
main:tbc:bounded:baseline:0014,tbc,bounded,baseline,920,1290.0,645,1935,False
main:tbc:bounded:baseline:0013,tbc,bounded,baseline,1420,1290.0,645,1935,False
main:tbc:bounded:baseline:0016,tbc,bounded,baseline,1042,1290.0,645,1935,False
main:tbc:bounded:baseline:0018,tbc,bounded,baseline,1350,1290.0,645,1935,False
main:tbc:bounded:baseline:0017,tbc,bounded,baseline,1600,1290.0,645,1935,False
main:tbc:bounded:baseline:0019,tbc,bounded,baseline,1130,1290.0,645,1935,False
main:tbc:bounded:baseline:0020,tbc,bounded,baseline,1480,1290.0,645,1935,False
main:tbc:bounded:baseline:0023,tbc,bounded,baseline,1350,1290.0,645,1935,False
main:tbc:bounded:baseline:0024,tbc,bounded,baseline,1310,1290.0,645,1935,False
main:tbc:bounded:baseline:0022,tbc,bounded,baseline,1290,1290.0,645,1935,False
main:tbc:bounded:baseline:0026,tbc,bounded,baseline,1225,1290.0,645,1935,False
main:tbc:bounded:baseline:0027,tbc,bounded,baseline,982,1290.0,645,1935,False
main:tbc:bounded:baseline:0021,tbc,bounded,baseline,1290,1290.0,645,1935,False
main:tbc:bounded:baseline:0028,tbc,bounded,baseline,1250,1290.0,645,1935,False
main:tbc:bounded:baseline:0025,tbc,bounded,baseline,1490,1290.0,645,1935,False
main:tbc:bounded:baseline:0031,tbc,bounded,baseline,1044,1290.0,645,1935,False
main:tbc:bounded:baseline:0032,tbc,bounded,baseline,1393,1290.0,645,1935,False
main:tbc:bounded:baseline:0029,tbc,bounded,baseline,1350,1290.0,645,1935,False
main:tbc:bounded:baseline:0033,tbc,bounded,baseline,850,1290.0,645,1935,False
main:tbc:bounded:baseline:0030,tbc,bounded,baseline,1327,1290.0,645,1935,False
main:tbc:bounded:baseline:0035,tbc,bounded,baseline,975,1290.0,645,1935,False
main:tbc:bounded:baseline:0036,tbc,bounded,baseline,1180,1290.0,645,1935,False
main:tbc:bounded:baseline:0039,tbc,bounded,baseline,1425,1290.0,645,1935,False
main:tbc:bounded:baseline:0034,tbc,bounded,baseline,1290,1290.0,645,1935,False
main:tbc:bounded:baseline:0038,tbc,bounded,baseline,1300,1290.0,645,1935,False
main:tbc:bounded:baseline:0040,tbc,bounded,baseline,1150,1290.0,645,1935,False
main:tbc:bounded:baseline:0041,tbc,bounded,baseline,1290,1290.0,645,1935,False
main:tbc:bounded:baseline:0042,tbc,bounded,baseline,1450,1290.0,645,1935,False
main:tbc:bounded:baseline:0037,tbc,bounded,baseline,1150,1290.0,645,1935,False
main:tbc:bounded:baseline:0043,tbc,bounded,baseline,1331,1290.0,645,1935,False
main:tbc:bounded:baseline:0046,tbc,bounded,baseline,1450,1290.0,645,1935,False
main:tbc:bounded:baseline:0044,tbc,bounded,baseline,1350,1290.0,645,1935,False
main:tbc:bounded:baseline:0047,tbc,bounded,baseline,1290,1290.0,645,1935,False
main:tbc:bounded:baseline:0045,tbc,bounded,baseline,1150,1290.0,645,1935,False
main:tbc:bounded:baseline:0049,tbc,bounded,baseline,1020,1290.0,645,1935,False
main:tbc:bounded:baseline:0048,tbc,bounded,baseline,1350,1290.0,645,1935,False
main:tbc:bounded:above_good:0002,tbc,bounded,above_good,1290,1290.0,645,1935,False
main:tbc:bounded:above_good:0003,tbc,bounded,above_good,1290,1290.0,645,1935,False
main:tbc:bounded:above_good:0000,tbc,bounded,above_good,1180,1290.0,645,1935,False
main:tbc:bounded:above_good:0001,tbc,bounded,above_good,1180,1290.0,645,1935,False
main:tbc:bounded:above_good:0005,tbc,bounded,above_good,1290,1290.0,645,1935,False
main:tbc:bounded:above_good:0007,tbc,bounded,above_good,1290,1290.0,645,1935,False
main:tbc:bounded:above_good:0004,tbc,bounded,above_good,1730,1290.0,645,1935,False
main:tbc:bounded:above_good:0006,tbc,bounded,above_good,1350,1290.0,645,1935,False
main:tbc:bounded:above_good:0008,tbc,bounded,above_good,1287,1290.0,645,1935,False
main:tbc:bounded:above_good:0011,tbc,bounded,above_good,1350,1290.0,645,1935,False
main:tbc:bounded:above_good:0009,tbc,bounded,above_good,1290,1290.0,645,1935,False
main:tbc:bounded:above_good:0012,tbc,bounded,above_good,1320,1290.0,645,1935,False
main:tbc:bounded:above_good:0010,tbc,bounded,above_good,1290,1290.0,645,1935,False
main:tbc:bounded:above_good:0014,tbc,bounded,above_good,1285,1290.0,645,1935,False
main:tbc:bounded:above_good:0013,tbc,bounded,above_good,1425,1290.0,645,1935,False
main:tbc:bounded:above_good:0017,tbc,bounded,above_good,1385,1290.0,645,1935,False
main:tbc:bounded:above_good:0015,tbc,bounded,above_good,1250,1290.0,645,1935,False
main:tbc:bounded:above_good:0016,tbc,bounded,above_good,1288,1290.0,645,1935,False
main:tbc:bounded:above_good:0020,tbc,bounded,above_good,1280,1290.0,645,1935,False
main:tbc:bounded:above_good:0018,tbc,bounded,above_good,1285,1290.0,645,1935,False
main:tbc:bounded:above_good:0021,tbc,bounded,above_good,1265,1290.0,645,1935,False
main:tbc:bounded:above_good:0019,tbc,bounded,above_good,1220,1290.0,645,1935,False
main:tbc:bounded:above_good:0024,tbc,bounded,above_good,1200,1290.0,645,1935,False
main:tbc:bounded:above_good:0022,tbc,bounded,above_good,1387,1290.0,645,1935,False
main:tbc:bounded:above_good:0023,tbc,bounded,above_good,1385,1290.0,645,1935,False
main:tbc:bounded:above_good:0026,tbc,bounded,above_good,1290,1290.0,645,1935,False
main:tbc:bounded:above_good:0028,tbc,bounded,above_good,1280,1290.0,645,1935,False
main:tbc:bounded:above_good:0025,tbc,bounded,above_good,1180,1290.0,645,1935,False
main:tbc:bounded:above_good:0029,tbc,bounded,above_good,1315,1290.0,645,1935,False
main:tbc:bounded:above_good:0030,tbc,bounded,above_good,1295,1290.0,645,1935,False
main:tbc:bounded:above_good:0027,tbc,bounded,above_good,1290,1290.0,645,1935,False
main:tbc:bounded:above_good:0032,tbc,bounded,above_good,1310,1290.0,645,1935,False
main:tbc:bounded:above_good:0031,tbc,bounded,above_good,1290,1290.0,645,1935,False
main:tbc:bounded:above_good:0035,tbc,bounded,above_good,1280,1290.0,645,1935,False
main:tbc:bounded:above_good:0034,tbc,bounded,above_good,1290,1290.0,645,1935,False
main:tbc:bounded:above_good:0033,tbc,bounded,above_good,1290,1290.0,645,1935,False
main:tbc:bounded:above_good:0036,tbc,bounded,above_good,1310,1290.0,645,1935,False
main:tbc:bounded:above_good:0037,tbc,bounded,above_good,1275,1290.0,645,1935,False
main:tbc:bounded:above_good:0039,tbc,bounded,above_good,1288,1290.0,645,1935,False
main:tbc:bounded:above_good:0038,tbc,bounded,above_good,1289,1290.0,645,1935,False
main:tbc:bounded:above_good:0040,tbc,bounded,above_good,1290,1290.0,645,1935,False
main:tbc:bounded:above_good:0041,tbc,bounded,above_good,1285,1290.0,645,1935,False
main:tbc:bounded:above_good:0043,tbc,bounded,above_good,1285,1290.0,645,1935,False
main:tbc:bounded:above_good:0042,tbc,bounded,above_good,1340,1290.0,645,1935,False
main:tbc:bounded:above_good:0044,tbc,bounded,above_good,1290,1290.0,645,1935,False
main:tbc:bounded:above_good:0046,tbc,bounded,above_good,1350,1290.0,645,1935,False
main:tbc:bounded:above_good:0045,tbc,bounded,above_good,1285,1290.0,645,1935,False
main:tbc:bounded:above_good:0048,tbc,bounded,above_good,1290,1290.0,645,1935,False
main:tbc:bounded:above_good:0047,tbc,bounded,above_good,1000,1290.0,645,1935,False
main:tbc:bounded:above_good:0049,tbc,bounded,above_good,1290,1290.0,645,1935,False
main:tbc:bounded:below_good:0000,tbc,bounded,below_good,1150,1290.0,645,1935,False
main:tbc:bounded:below_good:0001,tbc,bounded,below_good,1280,1290.0,645,1935,False
main:tbc:bounded:below_good:0003,tbc,bounded,below_good,1680,1290.0,645,1935,False
main:tbc:bounded:below_good:0002,tbc,bounded,below_good,1287,1290.0,645,1935,False
main:tbc:bounded:below_good:0004,tbc,bounded,below_good,1430,1290.0,645,1935,False
main:tbc:bounded:below_good:0007,tbc,bounded,below_good,1200,1290.0,645,1935,False
main:tbc:bounded:below_good:0006,tbc,bounded,below_good,1425,1290.0,645,1935,False
main:tbc:bounded:below_good:0005,tbc,bounded,below_good,1250,1290.0,645,1935,False
main:tbc:bounded:below_good:0010,tbc,bounded,below_good,1150,1290.0,645,1935,False
main:tbc:bounded:below_good:0009,tbc,bounded,below_good,1285,1290.0,645,1935,False
main:tbc:bounded:below_good:0008,tbc,bounded,below_good,1275,1290.0,645,1935,False
main:tbc:bounded:below_good:0011,tbc,bounded,below_good,919,1290.0,645,1935,False
main:tbc:bounded:below_good:0012,tbc,bounded,below_good,1350,1290.0,645,1935,False
main:tbc:bounded:below_good:0013,tbc,bounded,below_good,1050,1290.0,645,1935,False
main:tbc:bounded:below_good:0015,tbc,bounded,below_good,1340,1290.0,645,1935,False
main:tbc:bounded:below_good:0014,tbc,bounded,below_good,1285,1290.0,645,1935,False
main:tbc:bounded:below_good:0016,tbc,bounded,below_good,1275,1290.0,645,1935,False
main:tbc:bounded:below_good:0018,tbc,bounded,below_good,1425,1290.0,645,1935,False
main:tbc:bounded:below_good:0019,tbc,bounded,below_good,1250,1290.0,645,1935,False
main:tbc:bounded:below_good:0017,tbc,bounded,below_good,1287,1290.0,645,1935,False
main:tbc:bounded:below_good:0022,tbc,bounded,below_good,1180,1290.0,645,1935,False
main:tbc:bounded:below_good:0023,tbc,bounded,below_good,1200,1290.0,645,1935,False
main:tbc:bounded:below_good:0021,tbc,bounded,below_good,1290,1290.0,645,1935,False
main:tbc:bounded:below_good:0025,tbc,bounded,below_good,1240,1290.0,645,1935,False
main:tbc:bounded:below_good:0027,tbc,bounded,below_good,1265,1290.0,645,1935,False
main:tbc:bounded:below_good:0024,tbc,bounded,below_good,1250,1290.0,645,1935,False
main:tbc:bounded:below_good:0026,tbc,bounded,below_good,1287,1290.0,645,1935,False
main:tbc:bounded:below_good:0028,tbc,bounded,below_good,1210,1290.0,645,1935,False
main:tbc:bounded:below_good:0030,tbc,bounded,below_good,1285,1290.0,645,1935,False
main:tbc:bounded:below_good:0029,tbc,bounded,below_good,1588,1290.0,645,1935,False
main:tbc:bounded:below_good:0031,tbc,bounded,below_good,1280,1290.0,645,1935,False
main:tbc:bounded:below_good:0033,tbc,bounded,below_good,1210,1290.0,645,1935,False
main:tbc:bounded:below_good:0032,tbc,bounded,below_good,1290,1290.0,645,1935,False
main:tbc:bounded:below_good:0034,tbc,bounded,below_good,1285,1290.0,645,1935,False
main:tbc:bounded:below_good:0035,tbc,bounded,below_good,980,1290.0,645,1935,False
main:tbc:bounded:below_good:0036,tbc,bounded,below_good,1250,1290.0,645,1935,False
main:tbc:bounded:below_good:0038,tbc,bounded,below_good,1285,1290.0,645,1935,False
main:tbc:bounded:below_good:0039,tbc,bounded,below_good,1215,1290.0,645,1935,False
main:tbc:bounded:below_good:0037,tbc,bounded,below_good,1285,1290.0,645,1935,False
main:tbc:bounded:below_good:0041,tbc,bounded,below_good,1320,1290.0,645,1935,False
main:tbc:bounded:below_good:0042,tbc,bounded,below_good,1290,1290.0,645,1935,False
main:tbc:bounded:below_good:0044,tbc,bounded,below_good,1350,1290.0,645,1935,False
main:tbc:bounded:below_good:0043,tbc,bounded,below_good,1260,1290.0,645,1935,False
main:tbc:bounded:below_good:0045,tbc,bounded,below_good,1280,1290.0,645,1935,False
main:tbc:bounded:below_good:0046,tbc,bounded,below_good,1050,1290.0,645,1935,False
main:tbc:bounded:below_good:0040,tbc,bounded,below_good,1210,1290.0,645,1935,False
main:tbc:bounded:below_good:0047,tbc,bounded,below_good,812,1290.0,645,1935,False
main:tbc:bounded:below_good:0049,tbc,bounded,below_good,1050,1290.0,645,1935,False
main:tbc:bounded:below_good:0048,tbc,bounded,below_good,1250,1290.0,645,1935,False
main:maiden:unrestricted:baseline:0003,maiden,unrestricted,baseline,1291000,3950000.0,,,False
main:maiden:unrestricted:baseline:0002,maiden,unrestricted,baseline,5460000,3950000.0,,,False
main:maiden:unrestricted:baseline:0000,maiden,unrestricted,baseline,9400000,3950000.0,,,False
main:maiden:unrestricted:baseline:0004,maiden,unrestricted,baseline,2100000,3950000.0,,,False
main:maiden:unrestricted:baseline:0001,maiden,unrestricted,baseline,9348040,3950000.0,,,False
main:maiden:unrestricted:baseline:0006,maiden,unrestricted,baseline,2680000,3950000.0,,,False
main:maiden:unrestricted:baseline:0007,maiden,unrestricted,baseline,4450000,3950000.0,,,False
main:maiden:unrestricted:baseline:0010,maiden,unrestricted,baseline,2400000,3950000.0,,,False
main:maiden:unrestricted:baseline:0009,maiden,unrestricted,baseline,3217561,3950000.0,,,False
main:maiden:unrestricted:baseline:0005,maiden,unrestricted,baseline,2430000,3950000.0,,,False
main:maiden:unrestricted:baseline:0011,maiden,unrestricted,baseline,5670000,3950000.0,,,False
main:maiden:unrestricted:baseline:0013,maiden,unrestricted,baseline,5400000,3950000.0,,,False
main:maiden:unrestricted:baseline:0008,maiden,unrestricted,baseline,11300000,3950000.0,,,False
main:maiden:unrestricted:baseline:0012,maiden,unrestricted,baseline,8300000,3950000.0,,,False
main:maiden:unrestricted:baseline:0014,maiden,unrestricted,baseline,4700000,3950000.0,,,False
main:maiden:unrestricted:baseline:0015,maiden,unrestricted,baseline,5000000,3950000.0,,,False
main:maiden:unrestricted:baseline:0016,maiden,unrestricted,baseline,2500000,3950000.0,,,False
main:maiden:unrestricted:baseline:0017,maiden,unrestricted,baseline,8300000,3950000.0,,,False
main:maiden:unrestricted:baseline:0018,maiden,unrestricted,baseline,2470000,3950000.0,,,False
main:maiden:unrestricted:baseline:0019,maiden,unrestricted,baseline,3090467,3950000.0,,,False
main:maiden:unrestricted:baseline:0022,maiden,unrestricted,baseline,3360000,3950000.0,,,False
main:maiden:unrestricted:baseline:0023,maiden,unrestricted,baseline,3300000,3950000.0,,,False
main:maiden:unrestricted:baseline:0020,maiden,unrestricted,baseline,4330000,3950000.0,,,False
main:maiden:unrestricted:baseline:0024,maiden,unrestricted,baseline,3500000,3950000.0,,,False
main:maiden:unrestricted:baseline:0025,maiden,unrestricted,baseline,2522000,3950000.0,,,False
main:maiden:unrestricted:baseline:0021,maiden,unrestricted,baseline,10000000,3950000.0,,,False
main:maiden:unrestricted:baseline:0026,maiden,unrestricted,baseline,3000000,3950000.0,,,False
main:maiden:unrestricted:baseline:0027,maiden,unrestricted,baseline,4380320,3950000.0,,,False
main:maiden:unrestricted:baseline:0030,maiden,unrestricted,baseline,8070000,3950000.0,,,False
main:maiden:unrestricted:baseline:0028,maiden,unrestricted,baseline,2588000,3950000.0,,,False
main:maiden:unrestricted:baseline:0029,maiden,unrestricted,baseline,3900000,3950000.0,,,False
main:maiden:unrestricted:baseline:0031,maiden,unrestricted,baseline,4500000,3950000.0,,,False
main:maiden:unrestricted:baseline:0032,maiden,unrestricted,baseline,4000000,3950000.0,,,False
main:maiden:unrestricted:baseline:0033,maiden,unrestricted,baseline,3092000,3950000.0,,,False
main:maiden:unrestricted:baseline:0036,maiden,unrestricted,baseline,3840000,3950000.0,,,False
main:maiden:unrestricted:baseline:0035,maiden,unrestricted,baseline,5120000,3950000.0,,,False
main:maiden:unrestricted:baseline:0034,maiden,unrestricted,baseline,3408510,3950000.0,,,False
main:maiden:unrestricted:baseline:0037,maiden,unrestricted,baseline,2060000,3950000.0,,,False
main:maiden:unrestricted:baseline:0038,maiden,unrestricted,baseline,3400000,3950000.0,,,False
main:maiden:unrestricted:baseline:0040,maiden,unrestricted,baseline,8546821,3950000.0,,,False
main:maiden:unrestricted:baseline:0042,maiden,unrestricted,baseline,4336764,3950000.0,,,False
main:maiden:unrestricted:baseline:0041,maiden,unrestricted,baseline,1440000,3950000.0,,,False
main:maiden:unrestricted:baseline:0043,maiden,unrestricted,baseline,5500000,3950000.0,,,False
main:maiden:unrestricted:baseline:0039,maiden,unrestricted,baseline,10800000,3950000.0,,,False
main:maiden:unrestricted:baseline:0045,maiden,unrestricted,baseline,3300000,3950000.0,,,False
main:maiden:unrestricted:baseline:0046,maiden,unrestricted,baseline,3000000,3950000.0,,,False
main:maiden:unrestricted:baseline:0044,maiden,unrestricted,baseline,4700000,3950000.0,,,False
main:maiden:unrestricted:baseline:0047,maiden,unrestricted,baseline,2150000,3950000.0,,,False
main:maiden:unrestricted:baseline:0048,maiden,unrestricted,baseline,5850000,3950000.0,,,False
main:maiden:unrestricted:baseline:0049,maiden,unrestricted,baseline,4061181,3950000.0,,,False
main:maiden:unrestricted:above_good:0001,maiden,unrestricted,above_good,2975000,3950000.0,,,False
main:maiden:unrestricted:above_good:0002,maiden,unrestricted,above_good,5250000,3950000.0,,,False
main:maiden:unrestricted:above_good:0003,maiden,unrestricted,above_good,3360000,3950000.0,,,False
main:maiden:unrestricted:above_good:0004,maiden,unrestricted,above_good,3965000,3950000.0,,,False
main:maiden:unrestricted:above_good:0000,maiden,unrestricted,above_good,3942000,3950000.0,,,False
main:maiden:unrestricted:above_good:0006,maiden,unrestricted,above_good,4125000,3950000.0,,,False
main:maiden:unrestricted:above_good:0005,maiden,unrestricted,above_good,7800000,3950000.0,,,False
main:maiden:unrestricted:above_good:0009,maiden,unrestricted,above_good,9600000,3950000.0,,,False
main:maiden:unrestricted:above_good:0008,maiden,unrestricted,above_good,6150000,3950000.0,,,False
main:maiden:unrestricted:above_good:0007,maiden,unrestricted,above_good,4850000,3950000.0,,,False
main:maiden:unrestricted:above_good:0010,maiden,unrestricted,above_good,6070000,3950000.0,,,False
main:maiden:unrestricted:above_good:0011,maiden,unrestricted,above_good,4006000,3950000.0,,,False
main:maiden:unrestricted:above_good:0014,maiden,unrestricted,above_good,3650000,3950000.0,,,False
main:maiden:unrestricted:above_good:0012,maiden,unrestricted,above_good,4910000,3950000.0,,,False
main:maiden:unrestricted:above_good:0013,maiden,unrestricted,above_good,3958000,3950000.0,,,False
main:maiden:unrestricted:above_good:0015,maiden,unrestricted,above_good,4140000,3950000.0,,,False
main:maiden:unrestricted:above_good:0016,maiden,unrestricted,above_good,6570000,3950000.0,,,False
main:maiden:unrestricted:above_good:0019,maiden,unrestricted,above_good,6370000,3950000.0,,,False
